query,name,lat,lon
" Cook Farm Rd, LaFayette, New York","Cook Farm Road, Town of LaFayette, Onondaga County, New York, 13078, United States",42.964589,-76.072914
"5867 Howell Rd, Summerhill, New York","5867, Howell Road, Chipman Corners, Town of Locke, Cayuga County, New York, 13092, United States",42.631069499999995,-76.35491388074736
"5867 Howell Rd, Summerhill, New York","5867, Howell Road, Chipman Corners, Town of Summerhill, Cayuga County, New York, 13092, United States",42.630866627737134,-76.3543241366045
"2859 Cold Springs Rd, Baldwinsville, New York","2859, Cold Springs Road, Town of Lysander, Onondaga County, New York, 13027, United States",43.1607553,-76.3087776
"303 Smith Ave, Onondaga, New York","303, Smith Avenue, Nedrow, Town of Onondaga, Onondaga County, New York, 13120, United States",42.9742587,-76.1382676
"303 Smith Ave, Onondaga, New York","303, Smith Avenue, Nedrow, Town of Onondaga, Onondaga County, New York, 13120, United States",42.97430402040816,-76.13839479591837
" Lanning Rd, Spafford, New York","Lanning Road, Pine Grove, Town of Spafford, Onondaga County, New York, 13152, United States",42.838509,-76.323129
"815 Lancaster Ave, Syracuse, New York","815, Lancaster Avenue, University Neighborhood, City of Syracuse, Onondaga County, New York, 13210, United States",43.03612605,-76.12281233872685
"815 Lancaster Ave, Syracuse, New York","815, Lancaster Avenue, University Neighborhood, City of Syracuse, Onondaga County, New York, 13210, United States",43.036193783901034,-76.12301563035655
"105 Concord Pl, Syracuse, New York","105, Concord Place, Westcott, City of Syracuse, Onondaga County, New York, 13210, United States",43.0400108,-76.1186947
"105 Concord Pl, Syracuse, New York","105, Concord Place, Westcott, City of Syracuse, Onondaga County, New York, 13210, United States",43.03987251720519,-76.11893367476097
"746 Euclid Ave, Syracuse, New York","746, Euclid Avenue, Westcott, City of Syracuse, Onondaga County, New York, 13210, United States",43.03645625,-76.1212537045627
"746 Euclid Ave, Syracuse, New York","746, Euclid Avenue, Westcott, City of Syracuse, Onondaga County, New York, 13210, United States",43.0364527,-76.1212968
"746 Euclid Ave, Syracuse, New York","746, Euclid Avenue, Westcott, City of Syracuse, Onondaga County, New York, 13224, United States",43.036522,-76.1212567
"746 Euclid Ave, Syracuse, New York","746, Euclid Avenue, Westcott, City of Syracuse, Onondaga County, New York, 13210, United States",43.03657959610574,-76.12179820488163
" Yacht Club Dr, Cicero, New York","Yacht Club Road, Town of Cicero, Onondaga County, New York, 13039, United States",43.2007,-76.051875
"843 O'Connor Rd, Scriba, New York","843, O Connor Road, South Scriba, Town of Scriba, Oswego County, New York, 13126, United States",43.4493045,-76.42857262135337
"843 O'Connor Rd, Scriba, New York","843, O Connor Road, South Scriba, Town of Scriba, Oswego County, New York, 13126, United States",43.44890785137396,-76.42642028046362
"3700 Chapman Rd, Georgetown, New York","3700, Chapman Road, Town of Georgetown, Madison County, New York, 13072, United States",42.7750743,-75.7561782
"3700 Chapman Rd, Georgetown, New York","3700, Chapman Road, Town of Georgetown, Madison County, New York, 13072, United States",42.782067,-75.77032
" Wright Rd, Onondaga, New York","Wright Road, Kellys Corners, Town of Onondaga, Marcellus, Onondaga County, New York, 13031, United States",43.022036,-76.247938
" Wright Rd, Onondaga, New York","Wright Road, Town of Otisco, Onondaga County, New York, 13159, United States",42.879069,-76.228722
"7 Tallcot Ln, Skaneateles (village), New York","7, Tallcot Lane, Village of Skaneateles, Town of Skaneateles, Onondaga County, New York, 13152, United States",42.9381462,-76.4299854
"7 Tallcot Ln, Skaneateles (village), New York","7, Tallcot Lane, Village of Skaneateles, Town of Skaneateles, Onondaga County, New York, 13152, United States",42.937840738412504,-76.43119922121815
"1700 Chapin Road, Georgetown, New York","1700, Chapin Road, Town of Georgetown, Madison County, New York, 13072, United States",42.7948225,-75.7723857
"1700 Chapin Road, Georgetown, New York","1700, Chapin Road, Town of Georgetown, Madison County, New York, 13072, United States",42.78932409737064,-75.77308888135454
"79 Castor Rd, Albion, New York","79, Castor Road, Town of Albion, Oswego County, New York, 13142, United States",43.507192629953465,-76.08559905032038
" State Route 90, Ledyard, New York","State Route 90, Town of Genoa, Cayuga County, New York, 13081, United States",42.678297,-76.653167
" Morgan Rd, Clay, New York","Morgan Road, Oak Orchard, Town of Clay, Onondaga County, New York, United States",43.2042188,-76.2176414
" Morgan Rd, Clay, New York","Morgan Road, Town of Clay, Onondaga County, New York, 13088, United States",43.1213672,-76.2052764
" Morgan Rd, Clay, New York","Morgan Road, Town of Clay, Onondaga County, New York, 13090, United States",43.151192,-76.2075706
" Morgan Rd, Clay, New York","Morgan Road, Euclid, Town of Clay, Onondaga County, New York, 13090, United States",43.1861144,-76.2170098
" Steinway Dr, DeWitt, New York","Steinway Drive, Dewitt, Onondaga County, New York, 13078, United States",43.018565,-76.0840384
